program_id,program_name,country,city,latitude,longitude,program_type,key_benefits,eligibility,operator,status,official_url,sources,confidence,last_verified
ARC-PROG-500,"Svalbard Guide Approval Scheme (Feltsikkerhetsforskriften guide authorisation, effective 1 July 2027)",Norway,Longyearbyen,78.2232,15.6267,Certification / licensing scheme (Svalbard guides),Norway's first official guide-authorisation scheme; approved-guide requirement for tourist & field activities outside inhabited areas from 1 July 2027; three-part certification (digital/theory + practical courses + on-site field assessment); Summer & Winter guide levels (Winter confers Summer); 5-year validity via continuing education; Sysselmesteren maintains approval register; dispensations for experienced guides (>=1500 guided hours over past 3 years) by 1 Jan 2027,"Tour operators, field-activity providers & Svalbard guides; experienced guides (>=1,500 guided hours in last 3 years) may seek dispensation by 1 Jan 2027",Sysselmesteren pa Svalbard (Governor of Svalbard),ACTIVE — regulation (feltsikkerhetsforskriften) in force from 1 Jan 2026; approved-guide requirement from 1 July 2027,https://www.sysselmesteren.no/nb/godkjenning-av-svalbardguider/,"sysselmesteren.no (official Governor guide-approval page — 3-part process, Summer/Winter levels, dispensation); svalbardposten.no (Svalbard Posten — Norway's first guide authorisation scheme, timelines); lovdata.no (Forskrift om sikkerhet i felt mv. pa Svalbard 2025-06-06-940, ss.10-24 effective 1 July 2027)",85,2026-08-25
ARC-PROG-501,ICAS-Quintillion Land Bridge — North Slope dual-use fiber (FEMA BRIC),USA (Alaska),Utqiaġvik,71.2906,-156.7887,Dual-use broadband / telecom infrastructure grant (BRIC),"~171-mile overland Arctic-hardened fiber link Utqiaġvik<->Prudhoe Bay; redundant loop for North Slope communities (Utqiaġvik, Nuiqsut, Point Hope, Wainwright, Kaktovik, Atqasuk, Point Lay, Anaktuvuk Pass); dual-use civil/defense connectivity resilient to subsea ice-scour; $30M FEMA BRIC application",ICAS (Iñupiat Community of the Arctic Slope) + Quintillion partnership; North Slope communities; local ISPs via designated handoff points,Quintillion / ICAS,BRIC application pending; winter-certified construction,https://quintillionglobal.com/projects/land-bridge/,quintillionglobal.com/projects/land-bridge; einpresswire.com/article/695412863 (ICAS+Quintillion BRIC application); adn.com North Slope telecom opinion,78,2026-08-25
ARC-PROG-502,Nordic Investment Bank — Ljósleiðarinn fiber-optic loan (ISK 4B),Iceland,Reykjavík,64.1466,-21.9426,Multilateral infrastructure financing facility (NIB loan),"7-year ISK 4B loan to Ljósleiðarinn ehf to expand fiber-optic connections to households/businesses; secure, efficient data transmission; NIB-backed Icelandic krona bonds; supports digital infrastructure and urban growth 2024-2026","Ljósleiðarinn ehf (owned by Orkuveitan/Reykjavík Energy, majority City of Reykjavík); fiber-optic expansion 2024-2026",Nordic Investment Bank / Ljósleiðarinn ehf,Active (2024-2026 signing),https://kommunikasjon.ntb.no/pressemelding/18432347,kommunikasjon.ntb.no pressemelding 18432347 (NIB-Ljósleiðarinn ISK 4B); nib.int; investorshangout.com 222718-,80,2026-08-25
ARC-PROG-503,Bærekraftig matproduksjon og verdiskaping i nord (områdeSat) — Sustainable Food Production & Value Creation in the North (2026 award tranche),Norway,"Tromsø (admin; funds across Nordland, Troms & Finnmark)",69.6492,18.9553,Regional agricultural / food-security grant programme (Statsforvalteren + county),"Strengthen vulnerable producer communities in Nordland/Troms/Finnmark; prevent farm closures; increase land use; raise competence in agriculture & food value chain; leverage Arctic regional advantages. 2026 tranche: 6 projects in Troms/Finnmark/Nordland receive 8.5M NOK (incl. grazing rights & fencing, local & regional food-security collaboration, farm-level preparedness, sustainable strawberries in substrate, new forage varieties, smart fertiliser via NLR SA & Nordlandsforskning/NIBIO); 4M NOK transferred to NIBIO for research/knowledge development; Arctic agricultural seminar in Tromsø 21-22 Oct 2026 funded.","Producer communities, farms, agricultural/food enterprises and organisations (incl. NIBIO/NLR) in Nordland, Troms & Finnmark; 2026 prioritises work packages 3-4 with emphasis on larger multi-stakeholder initiatives","Statsforvalteren i Troms og Finnmark (County Governor) / Troms County Council; funded from the Agricultural Agreement (Agricultural Settlement) + county funds from Finnmark, Troms & Nordland",ACTIVE (2026 award tranche; evaluation R-8/26; ongoing),https://www.regjeringen.no/no/aktuelt/fylkesnytt-fra-troms-og-finnmark-12026/id3161234/,"regjeringen.no/no/aktuelt/fylkesnytt-fra-troms-og-finnmark-12026/id3161234/ (OFFICIAL Statsforvalteren i Troms og Finnmark Fylkesnytt 1/2026: 6 projects 8.5M NOK, 4M NOK NIBIO, Arctic agriculture seminar Tromsø 21-22 Oct 2026); ruralis.no/en/projects/evaluering-av-satsingen-baerekraftig-matproduksjon-og-verdiskaping-i-nord/ (Ruralis evaluation: administered by Troms County Council, funded from Agricultural Agreement since 2022); nlr.no/kunnskap/fagartikler/gronnsaker/nord/dyrkingsveiledere-for-nord-norge (cultivation guides funded via programme); lovdata.no (teigbasert tilskudd Nord-Norge regulation). NAME DISAMBIG: distinct from FORREGION Finnmark (ARC-PROG-160) and FORREGION Troms (ARC-PROG-435) which are research-based-innovation grants — this is the sustainable food production & value creation programme (områdeSat)",88,2026-08-26
ARC-PROG-504,"BioFuel Region BFR AB — Member-Owned Bioeconomy Innovation Network + EU Pilot/Demo Open Call (up to SEK 600,000)",Sweden,"Umea (Vasterbotten, northern Sweden)",63.8258,20.263,Member-owned innovation network / EU-funded pilot+demo call,"Connects municipalities, companies and research to accelerate the fossil-free transition in northern Sweden; runs projects (Boost Nordic Biogas, ToBeReal, Fornybart 2030, BioBoosters); EU-funded open call for pilot/demonstration circular-bioeconomy projects up to SEK 600,000 (applications open 1 Jun 2026, close 14 Aug 2026); support for biogas production scale-up, bio-based business models, hydrogen and electric mobility","Municipalities, companies and organizations in northern Sweden (Norrland incl. Umea, Skelleftea, Boden, Solleftea, Storuman) with bioeconomy, sustainable-transport, biogas or hydrogen projects",BioFuel Region BFR AB (member-owned; Umea HQ Storgatan 35),ACTIVE (2026; EU open call live 01 Jun - 14 Aug 2026),https://biofuelregion.se,biofuelregion.se (official operator); biofuelregion.se/nyhetsinlagg/oppen-utlysning-pilotprojekt-inom-cirkular-bioekonomi (EU pilot/demo open call + ToBeReal webinar); project co-funding from European Commission / Formas (member project funders). NAME DISAMBIGUATION: distinct from unrelated firms containing 'BioFuel' in Sweden,75,2026-08-26
ARC-PROG-505,Arctic Business Network (ABN) — Cross-Atlantic North Atlantic B2B Network & Summit,"Greenland / Denmark / Faroe Islands / Norway (West Nordic, North Atlantic)","Nuuk (Greenland office; HQ Strandgade 55, 1401 Kobenhavn K, Denmark)",64.1814,-51.6941,Non-profit business network / matchmaking hub,"~35 member companies across Greenland, Denmark, Faroe Islands & Norway (Royal Greenland, Aarhus Havn, INI A/S, Norwegian Hydrogen, Sikuki); cross-border business matchmaking, knowledge-sharing and North Atlantic/Arctic partnership development; ABN Summit events (2025-26) connecting business, government and research; access to a Greenland-facing member network","Companies/organizations rooted in or operating in the Arctic & North Atlantic region (Greenland, Denmark, Faroe Islands, Norway)",Arctic Business Network (member-owned non-profit; Copenhagen HQ + Nuuk office),ACTIVE (2026; ABN Summit series),https://arcticbusinessnetwork.gl,"arcticbusinessnetwork.gl (official); arcticbusinessnetwork.gl/om-netvaerket + /medlemmer (member roster incl. Royal Greenland, Aarhus Havn, Norwegian Hydrogen). NAME DISAMBIGUATION: distinct from 'Arctic Business' (abi.se, Sweden incubator) and any 'Arctic Business Network Ltd'",75,2026-08-26
ARC-PROG-506,Øst-Finnmark Kunnskapssenter (ØFK) — Municipal Competence & Study Centre,Norway,"Kirkenes (Øst-Finnmark; Sør-Varanger hub, partner municipalities Vadsø/Nesseby/Vardø)",69.7271,30.0450,"Regional education, competence & innovation collaboration (municipal-led)","Linking education, business, public sector and civil society; develops flexible study programmes and continuing education, pilot projects based on local needs; connects students, entrepreneurs and companies through networks and events; drives local value creation and regional attractiveness in Øst-Finnmark; partners in national/international competence, entrepreneurship and Arctic/Nordic cross-border projects.","Municipalities, businesses, education institutions, students, workers, SMEs and public-sector partners across Øst-Finnmark cooperating on competence development, custom study programmes and pilot projects; open to Arctic/Nordic cross-border collaboration partners.",Sør-Varanger Utvikling (lead) with Øst-Finnmark partner municipalities (ØFK),ACTIVE (2026),https://ofkunnskapssenter.no/,"ofkunnskapssenter.no (OFFICIAL ØFK — municipal collaboration led by Sør-Varanger Utvikling linking education/business/public/civil society, study programmes, pilot projects); sorvarangerutvikling.no (OFFICIAL SVU — Øst-Finnmark competence actor & regional development partner); no.linkedin.com/sor-varanger-utvikling (independent social channel — ØFK regional development collaboration). NAME DISAMBIGUATION: distinct from ARC-PROG-183 (ICE/Sor-Varanger Utvikling entrepreneurship) — ØFK is the education/competence study-centre arm, not the entrepreneurship programme.",78,2026-08-26
ARC-PROG-507,NIB — Klaipeda State Seaport Authority EUR 55.5M credit facility (EUR 111M green & capacity infrastructure programme),Lithuania,Klaipeda,55.7033,21.1443,Multilateral infrastructure financing facility (NIB uncommitted credit facility),"EUR 55.5M uncommitted credit facility from Nordic Investment Bank co-financing ~EUR 111M infrastructure programme at Lithuania's main maritime gateway and the Baltic's largest port (39Mt cargo 2025 = ~41% regional share); navigational/port-access upgrades, new passenger/cruise facilities, modernised Port Authority assets, radar + cyber resilience upgrades, onshore power for vessels, Lithuania's first green-hydrogen production & refuelling hub; enables larger vessels, offshore-wind/green-energy logistics, job creation; NIB's 6th facility to Klaipeda since 2002 (cumulative EUR 147.5M)","AB Klaipeda State Seaport Authority (state-owned); programme beneficiaries = port operators, cruise lines, offshore-wind & green-energy shippers across the Baltic gateway",Nordic Investment Bank (NIB) / AB Klaipeda State Seaport Authority,Active (signed 25-26 May 2026),https://www.portseurope.com/klaipeda-seaport-secures-e55-5-million-nib-funding-for-green-infrastructure/,"news.europawire.eu NIB press release 2026-05-26 (official EU press release: EUR 55.5M facility, EUR 111M programme, onshore power, first green-H2 hub, 39Mt 2025, 5 loans EUR 92M since 2002); portseurope.com (EUR 55.5M NIB funding green infrastructure); dredgingtoday.com 2026-05-26 (navigational/port-access upgrades, cruise facilities, onshore power, Lithuania's first green-H2 refuelling hub, 39Mt 2025, 41% Baltic share); container-news.com (6th NIB facility, cumulative EUR 147.5M); porttechnology.org (EUR 111M upgrade, 6th financing since 2002); globaltradealert.org intervention 156763 (approved 25 May 2026). VERIFIED multi-source. NAME DISAMBIG: distinct from Baltic-Barents lane ARC-LANE-021 — this models the NIB financing facility for the Klaipeda gateway, not a shipping lane",90,2026-08-26
ARC-PROG-508,"NIB — Sindal Biogas DKK 182M loan (biomethane doubling & BECCS-ready, Nordjylland)",Denmark,"Hjorring (Sindal, Nordjylland)",57.4806,10.2,Multilateral green-infrastructure financing facility (NIB loan / circular-economy),"13-year DKK 182M (~EUR 24M) NIB loan under InvestEU Clean Energy Transition Framework doubling biomethane production 22-44M Nm3/yr; processes up to 800,000 t/yr agricultural/industrial waste; potential CO2 capture/liquefaction for permanent storage or Power-to-X; supports Denmark's clean-energy transition, energy security & circular economy; one of Denmark's largest biogas facilities",Sindal Biogas (Nordjylland); co-funded with Copenhagen Infrastructure Partners (CIP) & co-lenders; agricultural/industrial-waste feedstock suppliers; renewable natural-gas buyers,Nordic Investment Bank (NIB) / Sindal Biogas (co-lenders incl. CIP),Active (loan signed Aug 2026),https://news.europawire.eu/dkk-182-million-nib-loan-to-help-expand-one-of-denmarks-largest-biogas-facilities/eu-press-release/2026/08/06/12/18/47/178953/,"news.europawire.eu EU press release 2026-08-06 (official: DKK 182M ~EUR 24M, 13-year, double biomethane 22-44M Nm3/yr, 800,000 t/yr, CO2 capture, InvestEU Clean Energy Transition); theia.global (NIB lending DKK 182M, doubling production, 800,000 t/yr, 13-year term); NIB LinkedIn 2026-08 (official NIB channel: CIP & co-lenders, circular economy). VERIFIED multi-source. NAME DISAMBIG: distinct from other NIB green-loan rows — this models the Sindal Biogas facility loan specifically",85,2026-08-26
ARC-PROG-509,Nunavik Investment Corporation (NIC) Startup Funding & Working Capital,Canada,"Kuujjuaq (Nunavik, Nord-du-Quebec)",58.1062,-68.3967,Startup funding / working capital loans (Inuit regional development finance),"Start-up funding and working capital to help Nunavik entrepreneurs carry ideas to fruition; business development advice and project/work-plan support; connects clients to national Indigenous and northern capital networks (NACCA, SPN, BDC); regional program-manager presence in Kuujjuaq","Nunavimiut (Nunavik) entrepreneurs and businesses in the ~14 communities of Nunavik (Nord-du-Quebec, QC) pursuing viable ventures; partnered with national Indigenous business-capital networks",Nunavik Investment Corporation (NIC) - Inuit-owned regional development finance organization; program manager based in Kuujjuaq,ACTIVE (open/rolling for Nunavik entrepreneurs),https://nunavikic.com/,"nunavikic.com (official NIC: startup funding + working capital, outreach for assistance); Linkedin Nunavik Investment Corporation (Program Manager hiring Kuujjuaq; partnerships with NACCA/SPN/BDC; Nunavik entrepreneurship support)",80,2026-08-26
ARC-PROG-510,Svalbard Naeringsforening (Svalbard Chamber of Commerce),Norway,"Longyearbyen, Svalbard",78.2232,15.6267,Business association / member business-support & advocacy,"Business support, guidance and networking for Svalbard firms; voice of the world's northernmost business community; breakfast meetings and open dialogue with local politicians; cross-business collaboration; co-organizes local business events (e.g. Svalbarddagen); member of the Longyearbyen Naeringsplan ecosystem","Businesses, entrepreneurs and organizations operating in Svalbard (Longyearbyen); membership open to local enterprises","Svalbard Naeringsforening (founded 1993, Longyearbyen)",ACTIVE (membership open; ongoing advocacy),https://svalbardnf.no/,"svalbardnf.no (official Chamber site: business support, northern voice, breakfast meetings); svalbardposten.no (Svalbardposten coverage of Naeringsforening + Svalbarddagen 2026 with Svalbard Reiselivsrad, Longyearbyen Naeringsfondet grant); lokalstyre.no (Longyearbyen Lokalstyre business ecosystem)",80,2026-08-26
ARC-PROG-511,"Norinnova AS - Northern Norway Innovation, Technology Transfer & Incubation (parent; distinct from Norinnova Arctic Ignite accelerator ARC-PROG-193)",Norway,Tromso,69.6492,18.9553,"Innovation company / technology transfer, incubation & early-stage investment","Helps research-based ideas and entrepreneurs grow from concept to international scale; advisory, technology transfer, investment, incubation and commercialization; 400+ company creations, NOK 2.8B+ raised for portfolio startups, ~650 research-based inventions evaluated; regional/national network (Norges Forskningsrad, EU, SpareBank 1 Nord-Norge, SIVA)","Research-based and early-stage ventures in Northern Norway (Troms, Nordland, Finnmark); researchers and entrepreneurs seeking commercialization support",Norinnova AS (Tromso-based regional innovation company),"ACTIVE (ongoing; 400+ companies created, ~650 inventions evaluated)",https://norinnova.no/,"norinnova.no (official: >400 company creations, NOK 2.8B raised, ~650 inventions, Tromso, technology transfer/investment); ARC-PROG-052/ARC-PROG-122 ecosystem (KUPA Arctic Accelerator + Nordic Ocean Cluster Accelerator list Norinnova as partner); havarktis.no Centre for the Ocean and the Arctic (UiT Arctic ecosystem reference)",82,2026-08-26
ARC-PROG-512,Qeqertalik Business Council (Erhvervsråd) — Qeqertalik Municipality Business Development & Tourism,Greenland,Aasiaat (Qeqertalik municipality; serves Disko Bay / Qeqertalik Municipality),68.7067,-52.8694,Municipal business-support council (Erhvervsråd) / business development + tourism promotion,"Business development consulting & advisory (incl. business planning, budgets and application support); liaison between local business and the municipal government; regional business & tourism development; promotes and coordinates tourism via Destination Diskobay A/S; funds/co-ordinates local enterprise growth; part of Greenland's regional business-adviser network (alongside Nalik Ventures)","Businesses, entrepreneurs and would-be founders operating in or seeking to operate in Qeqertalik Municipality (Aasiaat, Kangaatsiaq, Qasigiannguit, Qeqertarsuaq); tourism operators supported via Destination Diskobay A/S",Qeqertalik Business Council A/S (municipal Erhvervsråd; established 2020; ops Aasiaat); Destination Diskobay A/S (tourism arm),ACTIVE (ongoing; regional business & tourism strategies 2024-2027),https://qbc.gl/,"qbc.gl (OFFICIAL Qeqertalik Business Council: business development consulting, business planning / budgets / applications, Destination Diskobay tourism, Aasiaat); nalik.gl (official Nalik Ventures regional business-adviser network listing Qeqertalik Business Council among Greenland business advisers; qbc.gl/en/entrepreneurship/ partnership)",78,2026-08-26
ARC-PROG-513,NUKIGA — Greenland-Denmark Arctic Innovation & Entrepreneurship Network (Den Direkte Linje / virtual growth hub),"Denmark / Greenland (Danish Commonwealth — serves Greenland, Denmark, Faroe Islands; HQ Aarhus)","Aarhus, Denmark (HQ; serves Nuuk / Greenland)",56.1629,10.2039,Non-profit innovation & entrepreneurship network / startup-support + knowledge-exchange community,"Peer-to-peer support, mentorship and cross-sector networking for Arctic startups and small businesses; 'Den Direkte Linje' (The Direct Line) closed startup network + cloud-based virtual growth hub; Innovation Spotters (fee-paid spotlighting / sharing of Arctic innovations); case bank pairing Greenlandic students with companies; knowledge exchange aligned to UN SDGs 8/9/10; Danish Business Development Authority grant (DKK 7.4M, 2019-2022)","Startups, small businesses and entrepreneurs in Greenland / Arctic (Danish Commonwealth generally); open to Danish firms & established companies as mentors; students & innovation spotters welcome","NUKIGA (Danish non-profit, founded 2016/2018; HQ Aarhus; CEO Morten Larsen; contact Stine Høj Østergaard)","ACTIVE (ongoing; memberships, events, Den Direkte Linje + growth-hub roadmap)",https://nukigacommunity.com/,"nukigacommunity.com (OFFICIAL About Us: Danish-Commonwealth NGO, business 'Invest in the Arctic' + cultural strands, UN SDGs 8/9/10, Den Direkte Linje; nukigacommunity.com/innovation-spotters/); ngobase.org/profile/211432 (independent NGO database — Nuuk-based Greenland NGO supporting startups/innovation/culture); arcticiceland.is/members/nukiga (IACN / Arctic Iceland Network member profile — Denmark-based NGO, contact Stine Høj Østergaard); sermitsiaq.ag (Greenlandic news — DKK 7.4M Danish Business Development Authority grant 2019-2022, Aarhus office launch)",80,2026-08-26
ARC-PROG-514,Business Finland — Investment Aid for Large Clean Transition Investments (Government Decree),"Finland (national, excl. Åland)",Helsinki (national program),60.1699,24.9384,"Large-scale capex investment aid / grant (clean transition, decarbonisation & energy efficiency of industrial processes)",Grant toward decarbonisation & energy-efficiency of industrial processes and a climate-neutral transition; eligible project cost >= EUR 30M; aid up to 15% of eligible cost and up to EUR 150M per company (20% / EUR 200M in EU assisted areas); combined aid + tax credit <= EUR 150-200M; significant climate & economic-policy impact for Finland,Companies undertaking large clean-transition investments in Finland (excluding Åland); project cost >= EUR 30M; application must be submitted to Business Finland BEFORE works start; significant climate / economic-policy impact,Business Finland / Finnish Government (Ministry of Economic Affairs & Employment),ACTIVE (rolling decree; application before works start),https://www.businessfinland.fi/en/services/funding/funding-services/investment-aid-for-large-clean-transition-investments/,"businessfinland.fi (OFFICIAL Investment Aid for large clean transition investments: EUR 30M threshold, 15% / EUR 150M, 20% / EUR 200M assisted areas, apply before works, excl. Åland); NAME-DISAMBIG: distinct from Business Finland Tax Credit for Large Clean Transition Investments (ARC-PROG-462) — this is the grant / aid stream under a separate Government Decree; EU regional-aid assisted-area context (EU State Aid / GBER assisted areas in Finland)",85,2026-08-26
ARC-PROG-515,"Utveckla Norrbotten — Särskilt investeringsstöd (Special Investment Support, ERDF co-financed)",Sweden,Luleå (Norrbotten regional seat),65.5848,22.1567,Regional investment grant / de minimis business support (ERDF / European Regional Development Fund co-financed),"Supports SME development via investment in product development, competence development, buildings, machines, equipment, inventories, site improvement; case-by-case needs-testing; up to SEK 3M per application; up to 40% of investment cost; ERDF co-financed; aligned to Norrbotten 2040 regional strategy, Smart Specialisation & green transition; 4 evaluation criteria incl. sustainability",SMEs with market activity in Norrbotten; needs-tested per company; total support + other state aid + employer tax relief must not exceed SEK 3M over 3 years (cumulative de minimis); profitability & lasting market-terms employment; strategic alignment with Norrbotten 2040,"Region Norrbotten / Utveckla Norrbotten (regional development operator, Sweden)",ACTIVE (rolling; needs-tested; Regulation 2022:1467 / 2022:1468),https://utvecklanorrbotten.se/foretagsstod/sarskilt-investeringsstod/,"utvecklanorrbotten.se (OFFICIAL Särskilt investeringsstöd: SMEs with market activity in Norrbotten, up to SEK 3M, up to 40%, ERDF co-financed, needs-tested, Norrbotten 2040 + Smart Specialisation link); Regulation (2022:1467)/(2022:1468) EU State Aid de minimis framework + EU ERDF regional co-financing (cross-reference; parent umbrella ARC-PROG-158 Utveckla Norrbotten Företagsstöd)",85,2026-08-26
ARC-PROG-516,CanNor — Northern Aboriginal Economic Opportunities Program (NAEOP),Canada,"Iqaluit, Nunavut (CanNor HQ; program serves Yukon, NWT & Nunavut)",63.7467,-68.517,Federal Indigenous economic-development grant / contribution program,"Two funding streams — one for Aboriginal communities (community economic development, business-capacity development, community readiness & participation) and one for Aboriginal entrepreneurs/business owners; strategic investments to increase Aboriginal participation in the northern economy; addresses infrastructure barriers, harsh-climate constraints and logistics challenges in Canada's three territories","Aboriginal/Indigenous communities, organizations and entrepreneurs/business owners in Yukon, Northwest Territories and Nunavut; not-for-profits engaged with northern Aboriginal economic development",Canadian Northern Economic Development Agency (CanNor) / Agence canadienne de développement économique du Nord,ACTIVE (rolling; part of the CanNor funding umbrella that also includes IDEANorth & Business Scale-Up/Productivity),https://cannor.gc.ca/,"cannor.gc.ca (OFFICIAL CanNor — federal agency for northern economic development incl. First Nations/Inuit/Métis, founded 2009, HQ Iqaluit); hellodarwin.com/business-aid/organizations/cannor (CanNor NAEOP description — community + entrepreneur streams, strategic investments); funding.ryan.com/blog/government-funding/cannor-success (CanNor programs incl. NAEOP two streams, IDEANorth, Business Scale-Up & Productivity)",72,2026-08-26
ARC-PROG-517,"AZRF 'Atlas' Roadside Service Complex — AZRF Resident Project (R-21 Kola, 1517 km, Pechenga, Murmansk Region)",Russia,"Pechenga, Murmansk Oblast",69.562,31.1,AZRF resident small-business infrastructure project (preferential regime) at federal highway R-21 'Kola',"AZRF regime enabled an investment project under the world's largest preferential territory: zero property/land/profit taxes for up to 5 years; 75% of insurance premiums subsidized for newly created jobs (up to 10 years); mineral-extraction tax deduction up to 50% for new deposits (until 2032); land without bidding; free-customs-zone procedure. Facility: regular gas station, EV fast-charging station, Arctic-cuisine cafe and shop","Commercial companies / individual entrepreneurs registered in the AZRF territory with an investment project >= 1,000,000 RUB (excl. VAT)",Russian Far East & Arctic Development Corporation (KRDV) / AZRF Department for support of investment projects (Director Vladimir Gudkov) + regional development institutions,ACTIVE (opened; ongoing AZRF regime support),https://invest.nashsever51.ru/en/list_item/news/a-resident-of-the-russian-arctic-has-opened-a-unique-service-complex-for-road-travelers-in-the-murmansk-region,"invest.nashsever51.ru (OFFICIAL AZRF/KRDV Murmansk investment-portal news — Atlas complex opened on 1517 km of R-21 Kola near Pechenga, quotes Vladimir Gudkov, AZRF support dept director, with the full incentive set); arctic-russia.ru/en/projects (AZRF resident projects — Murmansk Region roadside/road-traveler service complex); erdc.ru/en/about-azrf (OFFICIAL AZRF minimum investment 1M RUB, tax & free-customs-zone privileges)",80,2026-08-26
ARC-PROG-518,Alaska Federation of Natives (AFN) × Denali Commission — ARTIC Project (Alaska Resource & Tribal Infrastructure Coordination),United States,"Anchorage, Alaska (AFN; statewide rural Alaska)",61.2181,-149.9003,Federal + tribal coordination / collaboration project for community & economic development and infrastructure planning,"Collaboration between AFN and the Denali Commission (funder/project sponsor) to develop actionable recommendations prioritizing benefits for rural Alaska communities, tribes, Alaska Native corporations and local governments via community/economic development and infrastructure; strategic 'dual/triple use' pivot so funded projects (airport runway, harbor, communications, health care, energy) benefit both local communities and national/military Arctic priorities","Rural Alaska communities, tribes, Alaska Native corporations, local governments; coordinated via AFN + Denali Commission with strategic partners & stakeholders",Alaska Federation of Natives (AFN) + Denali Commission (project sponsor/funder),ACTIVE (launched Aug 2026; collaborative input-gathering phase),https://www.akbizmag.com/featured/afn-and-denali-commission-launch-arctic-collaboration-to-gather-input-on-resource-projects,"akbizmag.com (OFFICIAL Alaska Business Magazine — AFN × Denali Commission ARTIC collaboration, Denali Commission as funder/sponsor, Aug 2026); alaskapublic.org & alaskabeacon.com (Denali Commission — coordinates rural Alaska infrastructure & economic development, 'strategic pivot' to dual-use infrastructure, supports ports, telecom, energy, health care); denali.gov (Denali Commission founded 1998, modeled on the Appalachian Regional Commission)",72,2026-08-26
ARC-PROG-519,Lunova AB — Early-Stage Venture Capital (Norrbotten & northern Västerbotten),Sweden,Luleå (also covers northern Västerbotten),65.5848,22.1567,Regional early-stage equity / venture capital for northern Sweden growth companies,"Minority equity + business expertise for early-stage companies with strong regional relevance in Norrbotten / northern Västerbotten; portfolio incl. Arctic Space Technologies, SustainaSearch, No Waste Company, Arctic Ventures; aims to create sustainable ventures and long-term jobs in the two northern regions",Early-stage growth companies with regional relevance in Norrbotten or northern Västerbotten; strong regional job-creation / sustainability rationale; minority-equity model,"Lunova AB (private venture-capital firm, Luleå, northern Sweden)",ACTIVE (rolling; early-stage equity),https://lunova.se/,"lunova.se (OFFICIAL Lunova AB — early-stage VC for Norrbotten/northern Västerbotten, Luleå HQ); linkedin.com/company/lunova (corporate profile — portfolio incl. Arctic Space Technologies, SustainaSearch, No Waste Company, Arctic Ventures; board member Åsa Andersson)",70,2026-08-26
ARC-PROG-520,Västerbotten Investment Agency (VIA) — Regional Investment Promotion & Incentive Facilitation,Sweden,Skellefteå (regional; Västerbotten),64.7509,20.9526,Regional investment-promotion / inward-investment agency (incentive facilitation),"One-stop regional partner to Invest Sweden (Business Sweden) for foreign investors: market/site information, permit & site-selection guidance, access to government incentives (financial, employment, transport); positions Västerbotten as R&D-forward with natural resources and strategic proximity to Northern Scandinavia & the Barents region; supports mining, environmental tech, renewable energy, life sciences, manufacturing, tourism & creative industries",Foreign/domestic investors establishing or expanding in Västerbotten (Skellefteå/Umeå corridor); companies in target sectors; guided via VIA + municipal partners,"Västerbotten Investment Agency (VIA) / regional government agency, Skellefteå (partner to Invest Sweden)",ACTIVE (rolling; inward-investment facilitation),https://viavasterbotten.se/,"viavasterbotten.se (OFFICIAL Västerbotten Investment Agency — regional inward-investment agency, Skellefteå, founded 2009, partner to Invest Sweden, access to financial/employment/transport incentives); linkedin.com/company/viavasterbotten (VIA corporate profile — R&D-forward region, Barents proximity, target sectors)",72,2026-08-26
ARC-PROG-521,Murmansk Region Development Corporation (AO KRD Murmansk) — Investment Attraction & PPP / Industrial Zone Support,Russia,Murmansk (Murmansk Oblast),68.9585,33.0827,State-owned regional investment-development corporation / PPP & industrial-zone facilitator,"100% state-owned (Murmansk region) investment-development vehicle: attracts and supports domestic + foreign investment, coordinates / executes investment projects & public-private partnerships, develops industrial zones / parks (ARKTIC context), 'one-stop' investor support & project management; improves regional investment attractiveness and Arctic industrial / infrastructure readiness",Investors / project initiators in Murmansk (incl. Arctic / AZRF-related industrial & PPP projects); foreign & domestic; investor-support + project-management services,"Murmansk Region Development Corporation, JSC (AO «Корпорация развития Мурманской области»), state-owned; HQ Murmansk",ACTIVE (rolling; investor-support & PPP facilitation),https://invest-murman.ru/,"invest-murman.ru (OFFICIAL Murmansk Region Development Corporation — state-owned investment-development corp, est. 2013/active 2014, 100% region-owned, industrial zones/parks, PPP, investor support); linkedin.com/company/murmansk-region-development-corporation (corporate profile — ARKTIC emphasis, foreign-investor attraction, contact corp@invest-murman.ru)",68,2026-08-26
ARC-PROG-522,Varanger Næringssenter AS (Vadsø) — Municipal Business Development & SME Facilitation (Finnmark),Norway,"Vadsø, Finnmark",70.0746,29.7346,Municipal business-development / SME facilitation (Vadsø Municipality tool),"Vadsø Municipality's business-development vehicle since 2007: facilitation, development measures, support for new & existing companies, proactive networking & communication; strengthens SME & startup ecosystem in the Varanger/Finnmark Arctic region","Vadsø-based & regional SMEs, start-ups, and existing companies in the Varanger/Finnmark region","Varanger Næringssenter AS (Vadsø, Finnmark)",ACTIVE (rolling; municipal business development & advisory),https://naeringssenter.no/,"naeringssenter.no (OFFICIAL Varanger Næringssenter AS — Vadsø Municipality's business-development tool, est. 2007, facilitation & support for new/existing companies); linkedin.com/company/varanger-næringssenter (corporate profile — Varanger/Finnmark Arctic SME ecosystem); sor-varanger.kommune.no (regional Finnmark Arctic governance context)",60,2026-08-26
